filename,text,label
hp_doc_281.pdf,"Product Carbon Footprint Report
23-Aug-2023
HP 200 G4 22 All-in-One PC ENERGY STAR 
GHG Emissions Manufacturing Breakout 
Mainboard and other boards 47%
Solid State Drive (SSD) 28%
Display 14%
Chassis 5%
Batteries 2%
Power Supply Unit & External Cables 2%
Others* 2%
Assumptions 5
North America
108.83
6.40
22
China
Learn more at
HP’s Sustainability WebsiteAdditional information about HP’s carbon footprinting program can 
be found in HP’s yearly Sustainability Report, which is available on 
the HP Sustainability website.
The site also contains IT Eco Declarations, which provide product-
specific environmental information, as well as information on HP’s 
product recycling programs.
* Others section includes assembly energy, other subassemblies 
and all subassemblies packaging and transportAdditional product environmental performanceEstimated impact
As part of HP’s commitment to continually improve the environmental performance of our products, we utilize product carbon footprinting (PCF) to 
better understand environmental impacts that occur at different stages of the product life cycle.  A product carbon footprint is defined as the total 
amount of greenhouse gases emitted directly and indirectly by a product over its lifetime. Greenhouse gas emissions are reported as global warming 
potential for 100-year time horizon (GWP-100) in units of CO2 equivalence. Our product carbon footprints include full value chain emissions, which 
incorporate carbon emissions due to raw materials extraction, manufacturing, distribution, use, and product end-of-use.
The information provided here represents the lifecycle carbon footprint of an industry-average all-in-one computer  with the specifications listed in 
Assumptions table.
HP's environmental impact calculations are done in accordance with ISO 14040/44. All estimates of impact results are uncertain, resulting largely 
from data limitations and data quality. To mitigate this uncertainty, HP has developed HP-specific tools that use a combination of HP processes and 
product data, as well as high-quality lifecycle assessment data. HP strives to provide the most accurate environmental impact results but uncertainty 
will never be completely minimized and results should be considered accordingly.
Lifetime of product (years)
Use location
Use energy demand (kWh/year) 
Product weight (kg)
Screen size (in)
Final manufacturing location
© Copyright 2021 HP Development Company, L.P. The information contained herein is subject to change without notice. The only warranties for HP products and 
services are set forth in the express warranty statements accompanying such products and services. Nothing herein should be c ons trued as constituting an 
additional warranty.
915
kg CO2eq.
Manufacturing
64%
Distribution
2%Use
32%End of Life
2%
Value chain 
carbon footprint ",pc
hp_doc_282.pdf," 
 Product carbon footprint  
HP 200 Pro G4 22 All -in-One PC  
Estimated impact  
345 - 1810†  
kgCO 2e 
†All estimates of carbon 
footprint are uncertain. HP Inc  
reports the 5th and 95th 
percentile of the carbon 
footprint estimate to reflect 
that uncertainty. For this 
product, that estimate has a 
mean of 660 kg of CO2 -e and 
standard deviation of 220 kg of 
CO2 -e. Other organizations 
might report this value as 660 
+/- 220 kg of CO2 -e.” 
  
 
 
As part of HP’s com mitment to continually improve  the environmental performance of our 
products, we are focusing on better understanding the impacts that occur at different stages of 
the product life cycle through the use of product carbon footprinting (PCF).  A product carbon 
footprint is defined as the  total amount of greenhouse gases emitted directly and indirectly by a 
product over its lifetime.  It includes emissions from materials extraction, manufacturing, 
distribution, use, and end -of-life management.   
The information provided here was calculated  using the PAIA tool†† and represents the lifecycle 
carbon footprint of a n industry -average all-in-one computer with  the specifications listed in 
Under Assumptions on Page 2.    
 GHG emissions [percentage of total]   
 
 
 
  
 
  
Product carbon footprint   |  HP 200 Pro G4 22 All -in-One PC  
Disclaimer  
††This calculation was done using  the 
Product  Attribute  to Impact  Algorithm  
(PAIA) m odel, April 2015  AiO Version, 
copyright by the ICT Benchmarking 
collaboration , which includes  the 
Massachusetts Institute of 
Technology’s Materials Systems 
Laboratory and partners . PAIA  
estimates  the carbon footprint  of 
different  PC products , including 
uncertainty  of the result . Uncertainty 
is included  in order to  prov ide our 
customers with greater transparency  
in estimation  results . The PAIA  tool is  
not released  for use by the public . 
Results shown here  are subject  to 
change as the  tool is  updated . 
 
© Copyright 2020 HP Development Company, L.P. The information contained herein is subject  to change without notice. The only warranties for HP 
products and services are set forth in the express warranty statements accompanying such products and services. Nothing herein should be 
construed as constituting an additional warranty. HP shall not be liable for technical or editorial errors or omissions conta ined herein.  
   
 The plot below shows the uncertainty associated with the various elements of the product carbon 
footprint.  Uncertainty in product carbon footprinting stems from differences in the data, assumptions, and methodology used.  Since uncertainty can be quite large, results should not be compared with those of other products, but rather are intended to inform product design and life cycle management decisions.  
 
GHG emissions [kg CO2 eq]   
 
 
 
Assumptions   
 
Lifetime of product  5 years  
Use location  Worldwide  
Use energy demand ( Yearly TEC )  108.8  kWh   
Product weight  6.4 kg 
Screen size  21.5 inches  
Final manufacturing location  China  
Additional product environmental  performance  
Additional information about HP’s carbon footprinting program can be found in HP’s  yearly 
Sustainability  Report , which is available on the HP Sustainability website .  The site a lso contains  IT 
Eco Declarations , which provide product -specific environmental information , as well as 
information on HP’s product recycling programs.  
Learn more at  
HP’s Sustainability Website  
",pc
hp_doc_283.pdf," 
 Product carbon footprint  
HP 20 5 G4 22 All -in-One PC 
Estimated impact  
345 - 1860†  
kgCO 2e 
†All estimates of carbon 
footprint are uncertain. HP Inc  
reports the 5th and 95th 
percentile of the carbon 
footprint estimate to reflect 
that uncertainty. For this 
product, that estimate has a 
mean of 660 kg of CO2 -e and 
standard deviation of 225  kg of 
CO2 -e. Other organizations 
might report this value as 660 
+/- 225  kg of CO2 -e.” 
  
 
 
As part of HP’s com mitment to continually improve  the environmental performance of our 
products, we are focusing on better understanding the impacts that occur at different stages of 
the product life cycle through the use of product carbon footprinting (PCF).  A product carbon 
footprint is defined as the  total amount of greenhouse gases emitted directly and indirectly by a 
product over its lifetime.  It includes emissions from materials extraction, manufacturing, 
distribution, use, and end -of-life management.   
The information provided here was calculated  using the PAIA tool†† and represents the lifecycle 
carbon footprint of a n industry -average all-in-one computer with  the specifications listed in 
Under Assumptions on Page 2.    
 GHG emissions [percentage of total]   
 
 
 
  
 
 
 
Product carbon footprint   |  HP 205 G4 22 All -in-One PC  
Disclaimer  
††This calculation was done using  the 
Product  Attribute  to Impact  Algorithm  
(PAIA) m odel, April 2015  AiO Version, 
copyright by the ICT Benchmarking 
collaboration , which includes  the 
Massachusetts Institute of 
Technology’s Materials Systems 
Laboratory and partners . PAIA  
estimates  the carbon footprint  of 
different  PC products , including 
uncertainty  of the result . Uncertainty 
is included  in order to  prov ide our 
customers with greater transparency  
in estimation  results . The PAIA  tool is  
not released  for use by the public . 
Results shown here  are subject  to 
change as the  tool is  updated . 
 
© Copyright 2020 HP Development Company, L.P. The information contained herein is subject  to change without notice. The only warranties for HP 
products and services are set forth in the express warranty statements accompanying such products and services. Nothing herein should be 
construed as constituting an additional warranty. HP shall not be liable for technical or editorial errors or omissions conta ined herein.  
   
  
The plot below shows the uncertainty associated with the various elements of the product carbon footprint.  Uncertainty in product carbon footprinting stems from differences in the data, assumptions, and methodology used.  Since uncertainty can be quite large, results should not be compared with those of other products, but rather are intended to inform product design and life 
cycle management decisions.  
 
GHG emissions [kg CO2 eq]   
 
 
 
Assumptions   
 
Lifetime of product  5 years  
Use location  Worldwide  
Use energy demand ( Yearly TEC )  108.8  kWh   
Product weight  6.4 kg 
Screen size  21.5 inches  
Final manufacturing location  China  
Additional product environmental  performance  
Additional information about HP’s carbon footprinting program can be found in HP’s  yearly 
Sustainability  Report , which is available on the HP Sustainability website .  The site a lso contains  IT 
Eco Declarations , which provide product -specific environmental information , as well as 
information on HP’s product recycling programs.  
Learn more at  
HP’s Sustainability Website  
",pc
hp_doc_284.pdf," 
 Product carbon footprint  
HP 205 G4 24 All -in-One PC  
Estimated impact  
290 - 
1670†  
kgCO 2e 
†All estimates of carbon 
footprint are uncertain. HP Inc  
reports the 5th and 95th 
percentile of the carbon 
footprint estimate to reflect 
that uncertainty. For this 
product, that estimate has a 
mean of 560  kg of CO2 -e and 
standard deviation of 190  kg of 
CO2 -e. Other organizations 
might report this value as 560  
+/- 190  kg of CO2 -e.” 
  
 
 
As part of HP’s com mitment to continually improve  the environmental performance of our 
products, we are focusing on better understanding the impacts that occur at different stages of 
the product life cycle through the use of product carbon footprinting (PCF).  A product carbon 
footprint is defined as the  total amount of greenhouse gases emitted directly and indirectly by a 
product over its lifetime.  It includes emissions from materials extraction, manufacturing, 
distribution, use, and end -of-life management.   
The information provided here was calculated  using the PAIA tool†† and represents the lifecycle 
carbon footprint of a n industry -average all-in-one computer with  the specifications listed in 
Under Assumptions on Page 2.    
 GHG emissions [percentage of total]   
 
 
 
  
 
The plot below shows the uncertainty associated with the various elements of the product carbon 
footprint.  Uncertainty in product carbon footprinting stems from differences in the data, 
assumptions, and methodology used.  Since uncertainty can be quite la rge, results should not be 
Use
Display
Solid State Drive(s)
Mainboard (and other boards)
Transport
Power Supply Unit(s)
Packaging
Chassis
End of Life
Optical Drive(s)
Battery  
    Product carbon footprint   |  HP 205 G4 24 All -in-One PC  
Disclaimer  
††This  calculation was done using  the 
Product  Attribute  to Impact  Algorithm  
(PAIA) m odel, April 2015  AiO Version, 
copyright by the ICT Benchmarking 
collaboration , which includes  the 
Massachusetts Institute of 
Technology’s Materials Systems 
Laboratory and partners . PAIA  
estimates  the carbon footprint  of 
different  PC products , including 
uncertainty  of the result . Uncertainty 
is included  in order to  provide our 
customers with greater transparency  
in estimation  results . The PAIA  tool is  
not released  for use by the public . 
Results shown here  are subject  to 
change as the  tool is  updated . 
 
© Copyright 2020  HP Development Company, L.P. The information contained herein is subject  to change without notice. The only warranties for HP 
products a nd services are set forth in the express warranty statements accompanying such products and services. Nothing herein should b e 
construed as constituting an additional warranty. HP shall not be liable for technical or editorial errors or omissions conta ined  herein.  
   
 compared with those of other products, but rather are intended to inform product design and life 
cycle management decisions.   
 
GHG emissions [kg CO2 eq]   
 
Assumptions   
 
Lifetime of product  5 years  
Use location  Worldwide  
Use energy demand ( Yearly TEC )  72.83   kWh   
Product weight  6.00  kg 
Screen size  23.8   inches  
Final manufacturing location  China  
Additional product environmental  performance  
Additional information about HP’s carbon footprinting program can be found in HP’s  yearly 
Sustainability  Report , which is available on the HP Sustainability website .  The site a lso contains  IT 
Eco Declarations , which provide product -specific environmental information , as well as 
information on HP’s product recycling prog rams.  
Learn more at  
HP’s Sustainability Website  02004006008001,0001,2001,4001,6001,800GWP impact / product (kg CO2eq)",pc
hp_doc_285.pdf," 
 Product carbon footprint  
HP 20 5 Pro G4 22 All -in-One PC  
Estimated impact  
340 - 1830†  
kgCO 2e 
†All estimates of carbon 
footprint are uncertain. HP Inc  
reports the 5th and 95th 
percentile of the carbon 
footprint estimate to reflect 
that uncertainty. For this 
product, that estimate has a 
mean of 660 kg of CO2 -e and 
standard deviation of 230 kg of 
CO2 -e. Other organizations 
might report this value as 660 
+/- 230 kg of CO2 -e.” 
  
 
 
As part of HP’s com mitment to continually improve  the environmental performance of our 
products, we are focusing on better understanding the impacts that occur at different stages of 
the product life cycle through the use of product carbon footprinting (PCF).  A product carbon 
footprint is defined as the  total amount of greenhouse gases emitted directly and indirectly by a 
product over its lifetime.  It includes emissions from materials extraction, manufacturing, 
distribution, use, and end -of-life management.   
The information provided here was calculated  using the PAIA tool†† and represents the lifecycle 
carbon footprint of a n industry -average all-in-one computer with  the specifications listed in 
Under Assumptions on Page 2.    
 GHG emissions [percentage of total]   
 
 
 
  
 
  
Product carbon footprint   |  HP 205 Pro G4 22 All -in-One PC  
Disclaimer  
††This calculation was done using  the 
Product  Attribute  to Impact  Algorithm  
(PAIA) m odel, April 2015  AiO Version, 
copyright by the ICT Benchmarking 
collaboration , which includes  the 
Massachusetts Institute of 
Technology’s Materials Systems 
Laboratory and partners . PAIA  
estimates  the carbon footprint  of 
different  PC products , including 
uncertainty  of the result . Uncertainty 
is included  in order to  prov ide our 
customers with greater transparency  
in estimation  results . The PAIA  tool is  
not released  for use by the public . 
Results shown here  are subject  to 
change as the  tool is  updated . 
 
© Copyright 2020 HP Development Company, L.P. The information contained herein is subject  to change without notice. The only warranties for HP 
products a nd services are set forth in the express warranty statements accompanying such products and services. Nothing herein should b e 
construed as constituting an additional warranty. HP shall not be liable for technical or editorial errors or omissions conta ined  herein.  
   
  
The plot below shows the uncertainty associated with the various elements of the product carbon footprint.  Uncertainty in product carbon footprinting stems from differences in the data, assumptions, and methodology used.  Since uncertainty can be quite large, results should not be compared with those of other products, but rather are intended to inform product design and life 
cycle management decisions.  
 
GHG emissions [kg CO2 eq]   
 
 
 
Assumptions   
 
Lifetime of product  5 years  
Use location  Worldwide  
Use energy demand ( Yearly TEC )  108.8  kWh   
Product weight  6.4 kg 
Screen size  21.5 inches  
Final manufacturing location  China  
Additional product environmental  performance  
Additional information about HP’s carbon footprinting program can be found in HP’s  yearly 
Sustainability  Report , which is available on the HP Sustainability website .  The site a lso contains  IT 
Eco Declarations , which provide product -specific environmental information , as well as 
information on HP’s product recycling programs.  
Learn more at  
HP’s Sustainability Website  
",pc
hp_doc_286.pdf," 
 Product carbon footprint  
HP 205 Pro G4 24 All -in-One PC  
Estimated impact  
290 - 
1670†  
kgCO 2e 
†All estimates of carbon 
footprint are uncertain. HP Inc  
reports the 5th and 95th 
percentile of the carbon 
footprint estimate to reflect 
that uncertainty. For this 
product, that estimate has a 
mean of 560  kg of CO2 -e and 
standard deviation of 190  kg of 
CO2 -e. Other organizations 
might report this value as 560  
+/- 190  kg of CO2 -e.” 
  
 
 
As part of HP’s com mitment to continually improve  the environmental performance of our 
products, we are focusing on better understanding the impacts that occur at different stages of 
the product life cycle through the use of product carbon footprinting (PCF).  A product carbon 
footprint is defined as the  total amount of greenhouse gases emitted directly and indirectly by a 
product over its lifetime.  It includes emissions from materials extraction, manufacturing, 
distribution, use, and end -of-life management.   
The information provided here was calculated  using the PAIA tool†† and represents the lifecycle 
carbon footprint of a n industry -average all-in-one computer with  the specifications listed in 
Under Assumptions on Page 2.    
 GHG emissions [percentage of total]   
 
 
 
  
 
The plot below shows the uncertainty associated with the various elements of the product carbon 
footprint.  Uncertainty in product carbon footprinting stems from differences in the data, 
assumptions, and methodology used.  Since uncertainty can be quite la rge, results should not be 
Use
Display
Solid State Drive(s)
Mainboard (and other boards)
Transport
Power Supply Unit(s)
Packaging
Chassis
End of Life
Optical Drive(s)
Battery 
   Product carbon footprint   |  HP 205 Pro G4 24 All -in-One PC  
Disclaimer  
††This  calculation was done using  the 
Product  Attribute  to Impact  Algorithm  
(PAIA) m odel, April 2015  AiO Version, 
copyright by the ICT Benchmarking 
collaboration , which includes  the 
Massachusetts Institute of 
Technology’s Materials Systems 
Laboratory and partners . PAIA  
estimates  the carbon footprint  of 
different  PC products , including 
uncertainty  of the result . Uncertainty 
is included  in order to  provide our 
customers with greater transparency  
in estimation  results . The PAIA  tool is  
not released  for use by the public . 
Results shown here  are subject  to 
change as the  tool is  updated . 
 
© Copyright 2020  HP Development Company, L.P. The information contained herein is subject  to change without notice. The only warranties for HP 
produc ts and services are set forth in the express warranty statements accompanying such products and services. Nothing herein shou ld be 
construed as constituting an additional warranty. HP shall not be liable for technical or editorial errors or omissions conta ined herein.  
   
 compared with those of other products, but rather are intended to inform product design and life 
cycle management decisions.   
 
GHG emissions [kg CO2 eq]   
 
Assumptions   
 
Lifetime of product  5 years  
Use location  Worldwide  
Use energy demand ( Yearly TEC )  72.83   kWh   
Product weight  6.00  kg 
Screen size  23.8   inches  
Final manufacturing location  China  
Additional product environmental  performance  
Additional information about HP’s carbon footprinting program can be found in HP’s  yearly 
Sustainability  Report , which is available on the HP Sustainability website .  The site a lso contains  IT 
Eco Declarations , which provide product -specific environmental information , as well as 
information on HP’s product recycling prog rams.  
Learn more at  
HP’s Sustainability Website  02004006008001,0001,2001,4001,6001,800GWP impact / product (kg CO2eq)",pc
hp_doc_287.pdf," 
 Product carbon footprint  
HP 215 Pro G5 MT  
Estimated impact  
345-1480†  
kgCO 2e 
†All estimates of carbon 
footprint are uncertain. HP Inc  
reports the 5th and 95th 
percentile of the carbon 
footprint estimate to reflect 
that uncertainty. For this 
product, that estimate has a 
mean of 625  kg of CO2 -e and 
standard deviation of  180  kg of 
CO2 -e. Other organizations 
might report this value as 625  
+/-180  kg of CO2 -e.   
 
 
As part of HP’s com mitment to continually improve  the environmental performance of our 
products, we are focusing on better understanding the impacts that occur at different stages of 
the product life cycle through the use of product carbon footprinting (PCF).  A product carbon 
footprint is defined as the  total amount of greenhouse gases emitted directly and indirectly by a 
product over its lifetime.  It includes emissions from materials extraction, manufacturing, 
distribution, use, and end -of-life management.   
The information provided here was calculated  using the PAIA tool†† and represents the lifecycle 
carbon footprint of a n industry -average desktop  computer with  the specifications listed in Under 
Assumptions on Page 2.    
 GHG emissions [percentage of total]   
 
  
 
 
Use
Mainboard (and other boards)
Power Supply Unit(s)
Hard Drive(s)
Chassis
Transport
Packaging
End of LifeProduct carbon footprint   |  HP 215 Pro G5 MT  
Disclaimer  
††This  calculation was done using  the 
Product  Attribute  to Impact  Algorithm  
(PAIA) m odel, Novem ber 2016 
Desktop  Version, copyright by the ICT 
Benchmarking collaboration , which 
includes  the Massachusetts Institute 
of Technology’s Materials Systems 
Laboratory and partners . PAIA  
estimates  the carbon footprint  of 
different  PC products , including 
uncertainty  of the result . Uncertainty 
is included  in order to  provide our 
customers with greater transparency  
in estimation  results . The PAIA  tool is  
not released  for use by the public. 
Results shown here  are subject  to 
change as the  tool is  updated . 
 
© Copyright 2020  HP Development Company, L.P. The information contained herein is subject  to change without notice. The only warranties for HP 
products and services are set forth in the express warranty statements accompanying such products and services. Nothing herei n should be 
construed as constituting an additional warranty. HP shall not be  liable for technical or editorial errors or omissions contained herein.  
   
 The plot below shows the uncertainty associated with the various elements of the product carbon 
footprint.  Uncertainty in product carbon footprinting stems from differences in the data, 
assumptions, and methodology used.  Since uncertainty can be quite large, results should not b e 
compared with those of other products, but rather are intended to inform product design and life 
cycle management decisions.   
 
GHG emi ssions [kg CO2 eq]  
 
 
Assumptions   
 
Lifetime of product  5 years  
Use location  Worldwide  
Use energy demand (Yearly TEC)   85.06 kWh  
Product  weight  5.70  kg 
Final manufacturing location  China  
Additional product environmental  performance  
Additional information about HP’s carbon footprinting program can be found in HP’s yearly 
Sustainability Report, which is available on the HP Sustainability website .  The site also contains IT 
Eco Declarations, which provide product -specific environmental information, as well as 
information on HP’s product recycling programs.  
Learn more at  
HP’s Sustainability Website  
 02004006008001,0001,2001,4001,600GWP impact / product (kg 
CO2eq)",pc
hp_doc_288.pdf," 
 Product carbon footprint  
HP 218 Pro G5 MT  
Estimated impact  
312 - 1330†  
kgCO 2e 
†All estimates of carbon 
footprint are uncertain. HP Inc  
reports the 5th and 95th 
percentile of the carbon 
footprint estimate to reflect 
that uncertainty. For this 
product, that estimate has a 
mean of 560  kg of CO2- e and 
standard deviation of 149 kg of 
CO2 -e. Other organizations 
might report this value as 560  
+/- 149 kg of CO2- e.   
 
 
As part of HP’s com mitment to continually improve  the environmental performance of our 
products, we are focusing on better understanding the impacts that occur at different stages of 
the product life cycle through the use of product carbon footprinting (PCF).  A product carbon 
footprint is defined as the  total amount of greenhouse gases emitted directly and indirectly by a 
product over its lifetime.  It includes emissions from materials extraction, manufacturing, 
distribution, use, and end -of-life management.   
The information provided here was calculated  using the PAIA tool†† and represents the lifecycle 
carbon footprint of a n industry- average desktop  computer with  the specifications listed in Under 
Assumptions on Page 2.    
 GHG emissions [percentage of total]   
 
  
The plot below shows the uncertainty associated with the various elements of the product carbon 
footprint. Uncertainty in product carbon footprinting stems from differences in the data, assumptions, and methodology used. Since uncertainty can be quite large, results should not be 
compared with those of other products, but rather are intended to inform product design and life 
cycle management decisions.   
Product carbon footprint   |  HP 218 Pro G5 MT  
Disclaimer  
††This  calculation was done using  the 
Product  Attribute to Impact  Algorithm  
(PAIA) m odel, Novem ber 2016 
Desktop  Version, copyright by the ICT 
Benchmarking collaboration , which 
includes  the Massachusetts Institute 
of Technology’s Materials Systems 
Laboratory and partners . PAIA  
estimates  the carbon footprint  of 
different  PC products,  including 
uncertainty  of the result . Uncertainty 
is included  in order to  provide our 
customers with greater transparency  
in estimation  results . The PAIA  tool is  
not released  for use by the public. 
Results shown here  are subject to 
change as th e tool is  updated . 
 
© Copyright 2020 HP Development Company, L.P. The information contained herein is subject  to change without notice. The only warranties for HP 
products and services are set forth in the express warranty statements accompanying such products and services. Nothing herei n shoul d be 
construed as constituting an additional warranty. HP shall not be liable for technical or editorial errors or omissions conta ined herein.  
   
 GHG emi ssions [kg CO2 eq]   
 
 
Assumptions   
 
Lifetime of product  5 years  
Use location  Worldwide  
Use energy demand (Yearly TEC)  67.20 kWh  
Product  weight  5.76  kg 
Final manufacturing location  China  
Additional product environmental performance  
Additional information about HP’s carbon footprinting program can be found in HP’s yearly 
Sustainability Report, which is available on the HP Sustainability website .  The site also contains IT 
Eco Declarations, which provide product -specific environmental information, as well as 
information on HP’s product recycling programs.  
Learn more at  
HP’s Sustainability Website  
 
",pc
hp_doc_289.pdf," 
 Product carbon footprint  
HP 260 G4 Desktop Mini PC  
Estimated impact  
200 - 790†  
kgCO 2e 
†All estimates of carbon 
footprint are uncertain. HP Inc  
reports the 5th and 95th 
percentile of the carbon 
footprint estimate to reflect 
that uncertainty. For this 
product, that estimate has a 
mean of 355 kg of CO2 -e and 
standard deviation of 75 kg of 
CO2 -e. Other organizations 
might report this value as 355 
+/- 75 kg of CO2 -e.   
 
 
As part of HP’s com mitment to continually improve  the environmental performance of our 
products, we are focusing on better understanding the impacts that occur at different stages of 
the product life cycle through the use of product carbon footprinting (PCF).  A product carbon 
footprint is defined as the  total amount of greenhouse gases emitted directly and indirectly by a 
product over its lifetime.  It includes emissions from materials extraction, manufacturing, 
distribution, use, and end -of-life management.   
The information provided here was calculated  using the PAIA tool†† and represents the lifecycle 
carbon footprint of a n industry -average desktop  computer with  the specifications listed in Under 
Assumptions on Page 2.    
 GHG emissions [percentage of total]   
 
 
 
  
 
The plot below shows the uncertainty associated with the various elements of the product carbon 
footprint.  Uncertainty in product carbon footprinting stems from differences in the data, 
Product carbon footprint   |  HP 260 G4 Desktop Mini PC  
Disclaimer  
††This calculation was done using  the 
Product  Attribute  to Impact  Algorithm  
(PAIA) m odel, Novem ber 2016 
Desktop  Version, copyright by the ICT 
Benchmarking collaboration , which 
includes  the Massachusetts Institute 
of Technology’s Materials Systems 
Laboratory and partners . PAIA  
estimates  the carbon footprint  of 
different  PC products , including 
uncertainty  of the result . Uncertainty 
is included  in order to  provide our 
customers with greater transparency  
in estimation  results . The PAIA  tool is  
not released  for use by the public. 
Results shown here  are subject  to 
change as th e tool is  updated . 
 
© Copyright 2020 HP Development Company, L.P. The information contained herein is subject  to change without notice. The only warranties for HP 
products and services are set forth in the express warranty statements accompanying such products and services. Nothing herei n shoul d be 
construed as constituting an additional warranty. HP shall not be liable for technical or editorial errors or omissions conta ined herein.  
   
 assumptions, and methodology used.  Since uncertainty can be quite la rge, results should not be 
compared with those of other products, but rather are intended to inform product design and life 
cycle management decisions.  
 
GHG emi ssions [kg CO2 eq]   
 
 
Assumptions   
 
Lifetime of product  5 years  
Use location  Worldwide  
Use energy demand (Yearly TEC)  22.73 kWh  
Product  weight  2.36  kg 
Final manufacturing location  China  
Additional product environmental  performance  
Additional information about HP’s carbon footprinting program can be found in HP’s yearly 
Sustainability Report, which is available on the HP Sustainability website .  The site also contains IT 
Eco Declarations, which provide product -specific environmental information, as well as 
information on HP’s product recycling programs.  
Learn more at  
HP’s Sustainability Website  
 
",pc
hp_doc_290.pdf,"Product carbon footprint  | 24-Mar-2025
Estimated GHG emissions2
North America Europe Asia Pacific
Total PCF 297 kg CO2e 266 kg CO2e 372 kg CO2e
Estimated range kgCO2e 245 - 374 240 - 300 330 - 420
Life Cycle stage
Manufacturing 61% 61% 61%
Use 38% 28% 63%
Distribution < 1% < 1% < 1%
End of Life < 1% < 1% < 1%
Manufacturing Breakout Assumptions 
Main board and other boards 59% Lifetime of product (years) 5
Solid state drive (SSD) 16% Use energy demand (kWh/yr) 63.8
Chassis 11% Memory 8GB
Power supply unit & external cables 7% Storage 256GB
Others³ 6%
Packaging <1%
Batteries <1%
Display N/A
Key actions driving progress towards HP's climate goalsHP 280
HP estimates the product carbon footprint (PCF1)for itsportfolio .This helps identify carbon impacts and implement reduction opportunities .
HP's PCFs include emissions from raw material extraction, manufacturing, distribution, use, and end -of-service .Learn more at
hp.com/sustainability .
1.Aproduct carbon footprint isdefined asthe total amount ofgreenhouse gases (GHG) emitted directly and indirectly byaproduct over itslifetime .Greenhouse gas emissions are
reported asglobal warming potential for 100 -year time horizon (GWP -100 )inunits ofCO2equivalence .
2.The information provided here represents the lifecycle carbon footprint ofthe most common configuration for this product .Specifications used inthis assessment are listed inthe
assumptions table .HPreports the estimated mean PCF value along with confidence intervals .Individual values may not sum tototal due torounding .
3. Others include assembly energy, other subassemblies, and all subassemblies packaging and transport.
©Copyright 2025 .HP Development Company, L.P.The information contained herein issubject tochange without notice .The only warranties for HP products and services are set forth inthe express
warranty statements accompanying such products and services .Nothing herein should be construed as constituting an additional warranty .HP shall not beliable for technical oreditorial errors or
omissions contained herein .HP developed itsinternal LCA methodology, following ISO 14040 &14044 standards, for estimating GHG emissions using HP-specific data .
HP's LCA tools are third -party audited .Materials transformation, manufacturing, and transportation emission factors are sourced from
Sphera® .Use phase emissions consider energy efficiency reports, like Energy Star, and emission factors from the International Energy
Agency (IEA) .These vary bycountry due tospecific energy mixes .Three regional scenarios are presented, which have different energy
emissions conversion for the use phase .End -of-life scenarios are modeled based on arepresentative sample ofmaterial disposal and
recycling rates from various countries .PCF results depend on tools, data, and assumptions .Toenhance transparency, HP reports PCF
estimated range .Due toinherent uncertainty, HPadvises against comparing PCF estimates from different manufacturers .
Transition to sustainable materials
Increase use of renewable materials, recycled plastic 
and recycled metals.Accelerate sustainability services
Extend product life through Repair, IT Asset Disposition, 
Refurbishment, Managed Services and HP certified 
refurbished Hardware.
Design for energy efficiency
Design in existing and new energy -efficient product technologies.
Decarbonize our supply chain
Drive and support supplier carbon reduction, renewable electricity,
surface transportation, alternative fuels, and electric vehicles for
product shipments .
",pc
